,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_citekey,ColonySpecies,Colony_citekey,Notes
Chrysochromulina,polylepis,CCMP1757,Chrysochromulina_polylepis_CCMP1757-aa-trans,yes,Transcriptome,Haptophyte,,,2.75,2.75,3.5,[23],yes,,1,0,,[41],iMicrobe,Chrysochromulina-polylepis-CCMP1757/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Chrysochromulina-polylepis-CCMP1757/,64.75,21.3333,[23],,,
Dunaliella,tertiolecta,CCMP1320,Dunaliella_tertiolecta_CCMP1320-aa-trans,yes,Transcriptome,Green,,,3.75,3.75,3.75,[23],yes,[92],1,17597,,[41],iMicrobe,Dunaliella-tertiolecta-CCMP1320/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Dunaliella-tertiolecta-CCMP1320/,,,,,,
Goniomonas,pacifica,CCMP1869,Goniomonas_pacifica_CCMP1869-aa-trans,yes,Transcriptome,Cryptophyte,,,2.5,2.5,3.75,[23],yes,,1,57820,,[41],iMicrobe,Goniomonas-pacifica-CCMP1869/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Goniomonas-pacifica-CCMP1869/,-37.86,144.93,[23],,,
Karenia,brevis,CCMP2229,Karenia_brevis_CCMP2229-aa-trans,yes,Transcriptome,Dinoflagellate,,,11,11,12,[23],yes,[78],1,95332,,[41],iMicrobe,Karenia-brevis-CCMP2229/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Karenia-brevis-CCMP2229/,27.0171,-82.4763,[23],,[179],
Karlodinium,micrum,CCMP2283,Karlodinium_micrum_CCMP2283-aa-trans,yes,Transcriptome,Dinoflagellate,,,4.5,4.5,6.5,[23],yes,[78],1,72309,,[41],iMicrobe,Karlodinium-micrum-CCMP2283/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Karlodinium-micrum-CCMP2283/,32.2167,-80.7355,[23],,,
Micromonas,polaris,CCMP2099,Micromonas-polaris-CCMP2099-aa-trans,yes,Transcriptome,Green,,,1,1,1.25,[23],yes,,1,10163,,[41],iMicrobe,Micromonas-sp-CCMP2099/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Micromonas-sp-CCMP2099/,76.2833,-74.75,[23],0,[52],
Nitzschia,punctata,CCMP561,Nitzschia_punctata_CCMP561-aa-trans,yes,Transcriptome,Diatom,Pennate,[23],2.75,2.75,3.5,[23],no,[31],1,21173,,[41],iMicrobe,Nitzschia-punctata-CCMP561/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Nitzschia-punctata-CCMP561/,32.99,-117.255,[23],,,
Ochromonas,sp.,CCMP1393,Ochromonas_sp_CCMP1393-aa-gen,yes,Genome,Chrysophyte,,,2.5,2.5,2.5,[23],yes,,56.49,19713,,,JGI,"Ochromonas sp. CCMP1393 v1.4: Project: 1070490,ÊOchro1393_1_4_GeneCatalog_proteins_20181204.aa.fasta.gzÊ",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro1393_1_4,38.702,-72.3667,[23],,,
Ochromonas,sp.,CCMP1393,Ochromonas_sp_CCMP1393-aa-trans,yes,Transcriptome,Chrysophyte,,,2.5,2.5,2.5,[23],yes,,1,21479,,[41],iMicrobe,Ochromonas-sp-CCMP1393/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Ochromonas-sp-CCMP1393/,38.702,-72.3667,[23],,,
Pavlova,sp.,CCMP459,Pavlova_sp_CCMP459-aa-trans,yes,Transcriptome,Haptophyte,,,2.25,2.25,3,[23],yes,,1,19266,,[41],iMicrobe,Pavlova-sp-CCMP459/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Pavlova-sp-CCMP459/,38.702,-72.3667,[23],0,[52],
Pleurochrysis,carterae,CCMP645,Pleurochrysis_carterae_CCMP645-aa-trans,yes,Transcriptome,Haptophyte,,,5,5,5,[23],no,,1,39174,,[41],iMicrobe,Pleurochrysis-carterae-CCMP645/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Pleurochrysis-carterae-CCMP645/,41.525,-70.6736,[23],,,
Prorocentrum,minimum,CCMP1329,Prorocentrum_minimum_CCMP1329-aa-trans,yes,Transcriptome,Dinoflagellate,,,5.5,5.5,65.75,[23],yes,[78],1,96684,,[41],iMicrobe,Prorocentrum-minimum-CCMP1329/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Prorocentrum-minimum-CCMP1329/,40.6667,-73.25,[23],0,[52],
Prorocentrum,minimum,CCMP2233,Prorocentrum_minimum_CCMP2233-aa-trans,yes,Transcriptome,Dinoflagellate,,,9,9,9.5,[23],yes,[78],1,88621,,[41],iMicrobe,Prorocentrum-minimum-CCMP2233/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Prorocentrum-minimum-CCMP2233/,38.59,-75.1,[23],0,[52],
Rhodella,maculata,CCMP736,Rhodella_maculata_CCMP736-aa-trans,yes,Transcriptome,Red,,,5.75,5.75,5.75,[23],no,,1,20890,,[41],iMicrobe,Rhodella-maculata-CCMP736/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Rhodella-maculata-CCMP736/,51.532,0.7,[23],,,
Paraphysomonas,imperforata,CCMP1604,Paraphysomonas_imperforata_CCMP1604-aa-gen,yes,Genome,Chrysophyte,,,3.25,3.25,3.25,[23],yes,[180],67.19,17326,JGI,,JGI,"Paraphysomonas imperforata CCMP1604 v1.4: Project: 1011391, Parimp1_4_GeneCatalog_proteins_20180208.aa.fasta.gz",https://phycocosm.jgi.doe.gov/Parimp1_4/Parimp1_4.home.html,22.75,-158,[23],,,
Paraphysomonas,imperforata,CCMP1604,Paraphysomonas_imperforata_CCMP1604-dna-trans,yes,Transcriptome,Chrysophyte,,,3.25,3.25,3.25,[23],yes,[180],1,0,JGI,,JGI,"Paraphysomonas imperforata CCMP1604 v1.4: Project: 1011391, Parimp1_4_GeneCatalog_transcripts_20180208.nt.fasta.gz",https://phycocosm.jgi.doe.gov/Parimp1_4/Parimp1_4.home.html,22.75,-158,[23],,,
Chattonella,antiqua,,Chattonella_antiqua-aa-trans,yes,Transcriptome,Raphidophyte,,,14,14,48,[181],no,[181],1,39031,,[182],NIBB,Translated contigs,http://hab.nibb.ac.jp/,,,,,,
Heterocapsa,circularisquama,,Heterocapsa_circularisquama-aa-trans,yes,Transcriptome,Dinoflagellate,,,8.65,8.65,11.95,[183],yes,[78],1,71125,,[182],NIBB,Translated contigs,http://hab.nibb.ac.jp/,,,,,,
Seminavis,robusta,D6,Seminavis_robusta_D6-aa-gen,yes,Genome,Diatom,Pennate,[184],3,3,15,[184],no,[184],125.57,37455,JGI,[185],JGI,Seminavis robusta D6,Seminavis robusta D6: Semro1_GeneCatalog_proteins_20200811.aa.fasta.gz,,,,,,
Baffinella,sp.,CCMP2293,Cryptophyceae_sp_CCMP2293-aa-gen,yes,Genome,Cryptophyte,,,2.25,2.25,4.5,[23],yes,,534.37,33051,,[178],JGI,Cryptophyceae sp. CCMP2293 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Crypto2293_1,78.5922,-74.4922,[23],,,
Baffinella,sp.,CCMP2293,Cryptophyceae_sp_CCMP2293-dna-trans,yes,Transcriptome,Cryptophyte,,,2.25,2.25,4.5,[23],yes,,1,0,,[178],JGI,Cryptophyceae sp. CCMP2293 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Crypto2293_1,78.5922,-74.4922,[23],,,
Nitzschia,inconspicua,GAI-293,Nitzschia_inconspicua_GAI293-aa-gen,yes,Genome,Diatom,Pennate,[50],2,2,3.75,[50],no,[31],99.71,38785,,[50],NCBI,GCA_019154785.2,https://www.ncbi.nlm.nih.gov/genome/104419,,,,,,
Nitzschia,inconspicua,GAI-293,Nitzschia_inconspicua_GAI293-dna-trans,yes,Transcriptome,Diatom,Pennate,[50],2,2,3.75,[50],no,[31],1,0,,[50],JGI,Nitzschia inconspicua GAI-293 v2.0: Nithil2_ExternalModels_transcripts_20201125.nt.fasta.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Nithil2,,,,,,
Kryptoperidinium,foliaceum,CCMP1326,Kryptoperidinium_foliaceum_CCMP1326-aa-trans,yes,Transcriptome,Dinoflagellate,,,12.25,12.25,13.25,[186],yes,[78],1,172694,,[41],iMicrobe,Kryptoperidinium-foliaceum-CCMP1326.pep.fa,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.83,-117.27,[187],,,
Thalassionema,nitzschioides,L26_B,Thalassionema_nitzschioides_L26_B-aa-trans,yes,Transcriptome,Diatom,Pennate,[40],2.5,2.75,30,[40],no,[31],1,19904,,[41],iMicrobe,Thalassionema-nitzschioides-L26_B.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[166],
Picochlorum,sp.,SENEW3,Picochlorum_sp._SENEW3-aa-gen,yes,Genome,Green,,,1.25,1.25,1.25,[188],no,,13.47,7014,,[189],Cyanophora,Picochlorum_SENEW3_v2.0,http://cyanophora.rutgers.edu/picochlorum/,33,-117.27,,0,[52],Also known as Picochlorum SE3
Picochlorum,oculata,UTEXLB1998,Picochlorum_oculata_UTEXLB1998-aa-gen,yes,Genome,Green,,,1,1,1,[190],no,[190],14.52,6340,,[189],Cyanophora,Picochlorum_oculata,http://cyanophora.rutgers.edu/picochlorum/,37.24,-76.5,,,,
Picochlorum,sp.,NBRC102739,Picochlorum_sp._NBRC102739-aa-gen,yes,Genome,Green,,,1.25,1.25,1.25,[188],no,,22.76,12018,,[189],Cyanophora,Picochlorum_NBRC102739,http://cyanophora.rutgers.edu/picochlorum/,,,,0,[52],Formerly known as Picochlorum (Nannochloris) MBIC10091
Diacronema,lutheri,NIVA-4/92,Diacronema_lutheri_NIVA492-aa-gen,yes,Genome,Haptophyte,,,2.5,2.5,2.5,[191],yes,[191],30.8891,14446,,[191],NCBI,MSCA_Paluth_1.1,https://www.ncbi.nlm.nih.gov/genome/97098,59.29,10.569,,,,
Chaetoceros,tenuissimus,NIES-3715,Chaetoceros_tenuissimus_NIES3715-aa-gen,yes,Genome,Diatom,Centric,,2.5,2.5,2.5,[192],no,,41.1538,18866,,[192],NCBI,Cten210_1.0,https://www.ncbi.nlm.nih.gov/genome/110089,34.62889,135.03525,,0,,
Vitrella,brassicaformis,CCMP3155,Vitrella_brassicaformis_CCMP3155-aa-gen,yes,Genome,Chromerid,,,12.5,12.5,12.5,[23],yes,[193],72.7,23034,,[194],NCBI,GCA_001179505.1,https://www.ncbi.nlm.nih.gov/genome/13390,-23.5,152,[23],1,[195],
Chromera,velia,CCMP2878,Chromera_velia_CCMP2878-aa-gen,yes,Genome,Chromerid,,,3,3,3,[23],yes,https://www.nies.go.jp/chiiki1/protoz/morpho/flagella/chromera.htm,193.89,24133,,[194],JGI,Chromera velia CCMP2878: Chrveli1_GeneCatalog_proteins_20200809.aa.fasta.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chrveli1,-33.8441,151.2789,[23],,,
Chloropicon,primus,CCMP1205,Chloropicon_primus_CCMP1205-aa-gen,yes,Genome,Green,,,2,2,2,[23],no,[196],17.4,8327,,[196],JGI,Chloropicon primus CCMP1205: Chlpri1_GeneCatalog_genes_20200307.gff.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chlpri1,,,,,,
