Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_citekey,ColonySpecies,Colony_citekey,Notes
(Symbiodinium) Cladocopium,goreaui,-,Symbiodinium_goreaui-aa-gen,yes,Genome,Symbiodinium,NA,NA,3.35,3.35,4.15,[@chenTransmissionHeterologousClade2016],yes,[@royPhytoplanktonPigmentsCharacterization2011],705,65832,NA,[@shoguchiDraftAssemblySymbiodinium2013],MGU,,https://marinegenomics.oist.jp/symb/viewer/download?project_id=40,NA,NA,NA,1,[@martinezEnergySourcesDepthGeneralist2020],MesophyticColony
(Symbiodinium) Cladocopium,goreaui,-,Symbiodinium_goreaui-dna-trans,yes,Transcriptome,Symbiodinium,NA,NA,3.35,3.35,3.35,[@chenTransmissionHeterologousClade2016],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,0,NA,[@shoguchiDraftAssemblySymbiodinium2013],MGU,,https://marinegenomics.oist.jp/symb/viewer/download?project_id=40,NA,NA,NA,1,[@martinezEnergySourcesDepthGeneralist2020],MesophyticColony
Polarella,glacialis,CCMP1383,Polarella_glacialis_CCMP1383-aa-gen,yes,Genome,Dinoflagellate,NA,NA,3,3,6.25,[@re3data.orgBigelowNationalCenter2017],yes,[@montresorBipolarDistributionCystforming2003],2980,58232,NA,[@stephensPolarellaGlacialisGenomes2019],AARNET,,https://cloudstor.aarnet.edu.au/plus/s/Nx08JEMt7FjK3zY,-77.8333,163,[@re3data.orgBigelowNationalCenter2017],1,[@thomsonAntarcticDistributionPigment2004],NA
Polarella,glacialis,CCMP2088,Polarella_glacialis_CCMP2088-aa-gen,yes,Genome,Dinoflagellate,NA,NA,4.5,4.5,8,[@re3data.orgBigelowNationalCenter2017],yes,[@montresorBipolarDistributionCystforming2003],2760,51713,NA,[@stephensPolarellaGlacialisGenomes2019],AARNET,,https://cloudstor.aarnet.edu.au/plus/s/Nx08JEMt7FjK3zY,78.5978,-74.4992,[@re3data.orgBigelowNationalCenter2017],1,[@thomsonAntarcticDistributionPigment2004],NA
Phaeocystis,antarctica,CCMP1374,Phaeocystis_antarctica_CCMP1374-aa-gen,yes,Genome,Haptophyte,NA,NA,3.25,3.25,3.25,[@wangGenerationReactiveOxygen2011],yes,[@zingoneMorphologicalCharacterizationPhaeocystis2011],198.94,41088,JGI,NA,JGI,,https://phycocosm.jgi.doe.gov/Phaant1/Phaant1.info.html,-77.8333,163,[@re3data.orgBigelowNationalCenter2017],1,[@shieldsSizefractionatedPhotosynthesisIrradiance2009],NA
Phaeocystis,antarctica,CCMP1374,Phaeocystis_antarctica_CCMP1374-dna-trans,yes,Transcriptome,Haptophyte,NA,NA,3.25,3.25,3.25,[@wangGenerationReactiveOxygen2011],yes,[@zingoneMorphologicalCharacterizationPhaeocystis2011],1,0,JGI,NA,JGI,,https://phycocosm.jgi.doe.gov/Phaant1/Phaant1.info.html,-77.8333,163,[@re3data.orgBigelowNationalCenter2017],1,[@shieldsSizefractionatedPhotosynthesisIrradiance2009],NA
Phaeocystis,globosa,Pg-G,Phaeocystis_globosa_Pg-G-aa-gen,yes,Genome,Haptophyte,NA,NA,3.45,3.45,3.45,[@peperzakObservationsFlagellatesColonies2000],yes,[@peperzakObservationsFlagellatesColonies2000],155.85,32196,JGI,NA,JGI,,https://mycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,NA,NA,NA,1,[@re3data.orgBigelowNationalCenter2017],NA
Phaeocystis,globosa,Pg-G,Phaeocystis_globosa_Pg-G-dna-trans,yes,Transcriptome,Haptophyte,NA,NA,3.45,3.45,3.45,[@peperzakObservationsFlagellatesColonies2000],yes,[@peperzakObservationsFlagellatesColonies2000],1,0,JGI,NA,JGI,,https://mycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,NA,NA,NA,1,[@re3data.orgBigelowNationalCenter2017],NA
Alexandrium,temarense,CCMP1771,Alexandrium_temarense_CCMP1771-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,18.75,18.75,19.5,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,135584,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Alexandrium-temarense-CCMP1771/,50.36,-4.15,[@re3data.orgBigelowNationalCenter2017],1,[@smaydaTurbulenceWatermassStratification2002],NA
Amphora,coffeaeformis,CCMP127,Amphora_coffeaeformis_CCMP127-aa-trans,yes,Transcriptome,Diatom,Pennate,[@re3data.orgBigelowNationalCenter2017],3,3,9.25,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,15523,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Amphora-coffeaeformis-CCMP127/,41.525,-70.6736,[@re3data.orgBigelowNationalCenter2017],1,[@gardunoTwoDistinctColonial1996],NA
Asterionellopsis,glacialis,CCMP134,Asterionellopsis_glacialis_CCMP134-aa-trans,yes,Transcriptome,Diatom,Pennate,[@re3data.orgBigelowNationalCenter2017],4.5,4.5,9.5,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,23387,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Asterionellopsis-glacialis-CCMP134/,32.6555,-117.14,[@re3data.orgBigelowNationalCenter2017],1,[@kaczmarskaCrypticDiversityCosmopolitan2014],NA
Extubocellulus,spinifer,CCMP396,Extubocellulus_spinifer_CCMP396-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],1.25,1.25,2.75,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,53419,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Extubocellulus-spinifer-CCMP396/,31.3172,-113.56,[@re3data.orgBigelowNationalCenter2017],1,[@dabekMultigenePhylogenyCymatosiraceae2019],NA
Skeletonema,menzelii,CCMP793,Skeletonema_menzelii_CCMP793-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],2.75,2.75,3,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,16088,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Skeletonema-menzelii-CCMP793/,41.566,-70.5842,[@re3data.orgBigelowNationalCenter2017],1,[@re3data.orgBigelowNationalCenter2017],NA
Cyanobium,sp.,PCC7001,Cyanobium_sp_PCC7001-aa-gen,yes,Genome,Prokaryote,NA,NA,0.38,0.38,0.65,[@raeCyanobacterialCarboxysomesMicrocompartments2013],no,[@raeCyanobacterialCarboxysomesMicrocompartments2013],2.83,2725,NCBI,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=175233,NA,NA,NA,1,[@albrechtIdentificationCyanobacteriaEutrophic2017],NA
Prasinoderma,coloniale,CCMP1413,Prasinoderma_coloniale_CCMP1413-aa-gen,yes,Genome,Green,NA,NA,1.25,1.25,1.25,[@re3data.orgBigelowNationalCenter2017],no,NA,25.32,7139,JGI,NA,JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Praco1,35,-70,[@re3data.orgBigelowNationalCenter2017],1,[@chungMarinePicophytoplankterKorea1996],NA
Nitzschia,frigida,-,Nitzschia_frigida-dna-trans,yes,Transcriptome,Diatom,Pennate,[@kvernvikHigherSensitivityLight2020],2.25,20,20,[@oleninaBiovolumesSizeCassesPhytoplankton2006],no,[@nanjappaDiatomFlagellarGenes2017],1,0,NA,[@rokittaTranscriptomeAssembliesThalassiosira2019],Rokitta 2019,,https://zenodo.org/record/3361258#.YD1Uj5NKjDI,NA,NA,NA,1,[@rozanskaInfluenceEnvironmentalFactors2009a],NA
Thalassiosira,hyalina,-,Thalassiosira_hyalina-dna-trans,yes,Transcriptome,Diatom,Centric,[@kvernvikHigherSensitivityLight2020],9.5,9.5,16,[@oleninaBiovolumesSizeCassesPhytoplankton2006],no,[@nanjappaDiatomFlagellarGenes2017],1,0,NA,[@rokittaTranscriptomeAssembliesThalassiosira2019],Rokitta 2019,,https://zenodo.org/record/3361258#.YD1Uj5NKjDI,NA,NA,NA,1,[@hegsethIntrusionBloomingAtlantic2008],NA
Crocosphaera,watsonii,WH8501,Crocosphaera_watsonii_WH8501-aa-gen,yes,Genome,Prokaryote,NA,NA,1.5,1.5,1.5,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],6.24,6302,NCBI,[@benchTwoStrainsCrocosphaera2011],NCBI,,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=170600,-28,-48,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],NA
Crocosphaera,watsonii,WH0401,Crocosphaera_watsonii_WH0401-aa-gen,yes,Genome,Prokaryote,NA,NA,1.47,1.47,1.47,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],4.55,4718,NCBI,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=233292,6,-49,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],NA
Crocosphaera,watsonii,WH0003,Crocosphaera_watsonii_WH0003-aa-gen,yes,Genome,Prokaryote,NA,NA,2.54,2.54,2.54,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.89,5877,NCBI,[@benchTwoStrainsCrocosphaera2011],NCBI,,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=170601,22,-158,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],NA
Crocosphaera,watsonii,WH0402,Crocosphaera_watsonii_WH0402-aa-gen,yes,Genome,Prokaryote,NA,NA,2.28,2.28,2.28,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.88,5963,NCBI,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=233293,-11,-32,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],NA
Crocosphaera,watsonii,WH0005,Crocosphaera_watsonii_WH0005-aa-gen,yes,Genome,Prokaryote,NA,NA,2.15,2.15,2.15,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.96,6029,NCBI,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=234839,21,-157,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],NA
Crocosphaera,subtropica,ATCC51142,Crocosphaera_subtropica_ATCC51142-aa-gen,yes,Genome,Prokaryote,NA,NA,2.25,2.25,2.25,[@beerPhotosynthesisMarineEnvironment2014],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.46038,5063,NA,[@welshGenomeCyanothece511422008],NCBI,,https://www.ncbi.nlm.nih.gov/genome/?term=txid43989[Organism:noexp],27.78,-97.11,NA,1,[@maresTaxonomicResolutionGenus2019],NA
Fragilariopsis,kerguelensis,L2_C3,Fragilariopsis_kerguelensis_L2_C3-aa-trans,yes,Transcriptome,Diatom,Pennate,[@klosterMorphometryDiatomFragilariopsis2018],3.9,3.9,15.365,[@corteseMorphometricVariabilityDiatom2007],no,[@nanjappaDiatomFlagellarGenes2017],1,61393,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@cefarelliDiversityDiatomGenus2010],NA
Pseudo-nitzschia,fradulenta,WWA7,Pseudo-nitzschia_fradulenta_WWA7-aa-trans,yes,Transcriptome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],3,3,57.25,[@cusackOccurrenceSpeciesGenus2004],no,[@nanjappaDiatomFlagellarGenes2017],1,51324,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@rinesThinLayersCamouflage2002],NA
Pseudo-nitzschia,australis,10249_10_AB,Pseudo-nitzschia_australis_10249_10_AB-aa-trans,yes,Transcriptome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],3.325,3.325,51.5,[@cusackOccurrenceSpeciesGenus2004],no,[@nanjappaDiatomFlagellarGenes2017],1,21468,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@hernandez-becerrilSpeciesPlanktonicDiatom1998],Another article: https://www.tandfonline.com/doi/pdf/10.2216/11-37.1?needAccess=true
Thalassiothrix,antarctica,L6_D1,Thalassiothrix_antarctica_L6_D1-aa-trans,yes,Transcriptome,Diatom,Pennate,[@shetyeDiatomDistributionEnderby2021],2.75,2.75,680,[@hasleMarinePlanktonicDiatoms1987],no,[@nanjappaDiatomFlagellarGenes2017],1,26469,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@hasleMarinePlanktonicDiatom2001],NA
Skeletonema,marinoi,SkelA,Skeletonema_marinoi_SkelA-aa-trans,yes,Transcriptome,Diatom,Centric,[@johanssonFriendsBenefitsExploring2019],3.95,3.95,5.975,[@boMorphologicalDescriptionGenus2013],no,[@boMorphologicalDescriptionGenus2013],1,21103,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@amatoGrazerinducedTranscriptomicMetabolomic2018],NA
Skeletonema,dohrnii,SkelB,Skeletonema_dohrnii_SkelB-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],2.25,2.25,16,[@jungMorphologicalCharacteristicsFour2009],no,[@jungMorphologicalCharacteristicsFour2009],1,23719,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@chengMorphologicalVariabilityGenetic2008],NA
Symbiodinium,microadriaticum,CCMP2467,Symbiodinium_microadriaticum_CCMP2467-aa-gen,yes,Genome,Symbiodinium,NA,NA,4.25,4.25,4.25,[@re3data.orgBigelowNationalCenter2017],yes,[@biquandAcceptableSymbiontCell2017],808.23,43403,NA,[@arandaGenomesCoralDinoflagellate2016],JGI,,https://mycocosm.jgi.doe.gov/Symmic1/Symmic1.home.html,29,34.75,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
(Symbiodinium) Fugacium,kawagutii,-,Symbiodinium_kawagutii-aa-gen,yes,Genome,Symbiodinium,NA,NA,4.25,4.25,4.25,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1180,36850,NA,[@linSymbiodiniumKawagutiiGenome2015],MALAB,,http://web.malab.cn/symka_new/download.jsp,NA,NA,NA,NA,NA,NA
Symbiodinium,tridacnidorum,-,Symbiodinium_tridacnidorum-aa-gen,yes,Genome,Symbiodinium,NA,NA,4.55,4.55,5.55,[@ leeSymbiodiniumTridacnidorumSp2015],yes,[@leeSymbiodiniumTridacnidorumSp2015],766.6,69018,NA,[@shoguchiDraftAssemblySymbiodinium2013],MGU,,https://marinegenomics.oist.jp/symb/viewer/download?project_id=37,NA,NA,NA,NA,NA,NA
Symbiodinium,tridacnidorum,-,Symbiodinium_tridacnidorum-dna-trans,yes,Transcriptome,Symbiodinium,NA,NA,4.55,4.55,5.55,[@ leeSymbiodiniumTridacnidorumSp2015],yes,[@leeSymbiodiniumTridacnidorumSp2015],1,0,NA,[@shoguchiDraftAssemblySymbiodinium2013],MGU,,https://marinegenomics.oist.jp/symb/viewer/download?project_id=37,NA,NA,NA,NA,NA,NA
Ostreococcus,lucimarinus,CCE9901,Ostreococcus_lucimarinus_CCE9901-aa-gen,yes,Genome,Green,NA,NA,0.5,0.5,1.25,[@re3data.orgBigelowNationalCenter2017],no,[@palenikTinyEukaryoteOstreococcus2007],13.2,7651,NA,[@palenikTinyEukaryoteOstreococcus2007],JGI,,https://genome.jgi.doe.gov/portal/Ostnus_FD/Ostnus_FD.info.html,32.9,-117.255,[@palenikTinyEukaryoteOstreococcus2007],0,[@vaulotRoscoffCultureCollection2004],NA
Ostreococcus,lucimarinus,CCE9901,Ostreococcus_lucimarinus_CCE9901-dna-trans,yes,Transcriptome,Green,NA,NA,0.5,0.5,1.25,[@re3data.orgBigelowNationalCenter2017],no,[@palenikTinyEukaryoteOstreococcus2007],1,0,NA,[@palenikTinyEukaryoteOstreococcus2007],JGI,,https://genome.jgi.doe.gov/portal/Ostnus_FD/Ostnus_FD.info.html,32.9,-117.255,[@palenikTinyEukaryoteOstreococcus2007],0,[@vaulotRoscoffCultureCollection2004],NA
Ostreococcus,sp.,RCC809,Ostreococcus_sp_RCC809-aa-gen,yes,Genome,Green,NA,NA,1,1,1,[@vaulotRoscoffCultureCollection2004],no,[@palenikTinyEukaryoteOstreococcus2007],13.3,7492,NA,NA,JGI,,https://mycocosm.jgi.doe.gov/OstRCC809_2/OstRCC809_2.home.html,21.03,-31.13,[@vaulotRoscoffCultureCollection2004],0,[@vaulotRoscoffCultureCollection2004],NA
Ostreococcus,sp.,RCC809,Ostreococcus_sp_RCC809-dna-trans,yes,Transcriptome,Green,NA,NA,1,1,1,[@vaulotRoscoffCultureCollection2004],no,[@palenikTinyEukaryoteOstreococcus2007],1,0,NA,NA,JGI,,https://mycocosm.jgi.doe.gov/OstRCC809_2/OstRCC809_2.home.html,21.03,-31.13,[@vaulotRoscoffCultureCollection2004],0,[@vaulotRoscoffCultureCollection2004],NA
Micromonas,commoda,RCC299,Micromonas_commoda_RCC299-aa-gen,yes,Genome,Green,NA,NA,1,1,1,[@vaulotRoscoffCultureCollection2004],yes,[@vanbarenEvidencebasedGreenAlgal2016],21.1093,10137,NA,[@wordenGreenEvolutionDynamic2009],NCBI,,https://bioinformatics.psb.ugent.be/plaza/versions/pico-plaza/download,-22.33,166.33,[@vaulotRoscoffCultureCollection2004],0,[@simonRevisionGenusMicromonas2017],NA
Micromonas,commoda,RCC299,Micromonas_commoda_RCC299-dna-trans,yes,Transcriptome,Green,NA,NA,1,1,1,[@vaulotRoscoffCultureCollection2004],yes,[@vanbarenEvidencebasedGreenAlgal2016],1,0,NA,[@wordenGreenEvolutionDynamic2009],NCBI,,https://bioinformatics.psb.ugent.be/plaza/versions/pico-plaza/download,-22.33,166.33,[@vaulotRoscoffCultureCollection2004],0,[@simonRevisionGenusMicromonas2017],NA
Pavlovales,sp.,CCMP2436,Pavlovales_sp_CCMP2436-aa-gen,yes,Genome,Haptophyte,NA,NA,3.75,3.75,5,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Pavlov2436_1/Pavlov2436_1.home.html,165.41,26034,NA,NA,JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pavlov2436_1,76.3208,-75.8172,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Pavlovales,sp.,CCMP2436,Pavlovales_sp_CCMP2436-dna-trans,yes,Transcriptome,Haptophyte,NA,NA,3.75,3.75,5,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Pavlov2436_1/Pavlov2436_1.home.html,1,0,NA,NA,JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pavlov2436_1,76.3208,-75.8172,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Ochromonadaceae,sp.,CCMP2298,Ochromonadaceae_sp_CCMP2298-aa-gen,yes,Genome,Chrysophyte,NA,NA,5.75,5.75,5.75,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Ochro2298_1/Ochro2298_1.home.html,61.4,20195,NA,[@lovejoySmallPlanktonicSingle2010],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro2298_1,77.0014,-77.2383,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Ochromonadaceae,sp.,CCMP2298,Ochromonadaceae_sp_CCMP2298-dna-trans,yes,Transcriptome,Chrysophyte,NA,NA,5.75,5.75,5.75,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Ochro2298_1/Ochro2298_1.home.html,1,0,NA,[@lovejoySmallPlanktonicSingle2010],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro2298_1,77.0014,-77.2383,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Pelagomonas,calceolata,CCMP1756,Pelagomonas_calceolata_CCMP1756-aa-trans,yes,Transcriptome,Pelagophyte,NA,NA,1,1,1.5,[@re3data.orgBigelowNationalCenter2017],yes,[@heimannChapterMicroalgalClassification2015],1,19184,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,30.8333,-136.8333,[@re3data.orgBigelowNationalCenter2017],0,[@wildeMotilityCyanobacteriaPolysaccharide2015],NA
Chrysochromulina,polylepis,CCMP1757,Chrysochromulina_polylepis_CCMP1757-aa-trans,yes,Transcriptome,Haptophyte,NA,NA,2.75,2.75,3.5,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,0,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Chrysochromulina-polylepis-CCMP1757/,64.75,21.3333,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Dunaliella,tertiolecta,CCMP1320,Dunaliella_tertiolecta_CCMP1320-aa-trans,yes,Transcriptome,Green,NA,NA,3.75,3.75,3.75,[@re3data.orgBigelowNationalCenter2017],yes,[@wangEffectsShearStress2018],1,17597,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Dunaliella-tertiolecta-CCMP1320/,NA,NA,NA,NA,NA,NA
Goniomonas,pacifica,CCMP1869,Goniomonas_pacifica_CCMP1869-aa-trans,yes,Transcriptome,Cryptophyte,NA,NA,2.5,2.5,3.75,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,57820,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Goniomonas-pacifica-CCMP1869/,-37.86,144.93,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Karenia,brevis,CCMP2229,Karenia_brevis_CCMP2229-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,11,11,12,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,95332,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Karenia-brevis-CCMP2229/,27.0171,-82.4763,[@re3data.orgBigelowNationalCenter2017],NA,[@figueroaDescriptionHostspecificityStrain2008],NA
Karlodinium,micrum,CCMP2283,Karlodinium_micrum_CCMP2283-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,4.5,4.5,6.5,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,72309,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Karlodinium-micrum-CCMP2283/,32.2167,-80.7355,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Micromonas,polaris,CCMP2099,Micromonas-polaris-CCMP2099-aa-trans,yes,Transcriptome,Green,NA,NA,1,1,1.25,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,10163,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Micromonas-sp-CCMP2099/,76.2833,-74.75,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],NA
Nitzschia,punctata,CCMP561,Nitzschia_punctata_CCMP561-aa-trans,yes,Transcriptome,Diatom,Pennate,[@re3data.orgBigelowNationalCenter2017],2.75,2.75,3.5,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,21173,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Nitzschia-punctata-CCMP561/,32.99,-117.255,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Ochromonas,sp.,CCMP1393,Ochromonas_sp_CCMP1393-aa-gen,yes,Genome,Chrysophyte,NA,NA,2.5,2.5,2.5,[@re3data.orgBigelowNationalCenter2017],yes,NA,56.49,19713,NA,NA,JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro1393_1_4,38.702,-72.3667,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Ochromonas,sp.,CCMP1393,Ochromonas_sp_CCMP1393-aa-trans,yes,Transcriptome,Chrysophyte,NA,NA,2.5,2.5,2.5,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,21479,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Ochromonas-sp-CCMP1393/,38.702,-72.3667,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Pavlova,sp.,CCMP459,Pavlova_sp_CCMP459-aa-trans,yes,Transcriptome,Haptophyte,NA,NA,2.25,2.25,3,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,19266,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Pavlova-sp-CCMP459/,38.702,-72.3667,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],NA
Pleurochrysis,carterae,CCMP645,Pleurochrysis_carterae_CCMP645-aa-trans,yes,Transcriptome,Haptophyte,NA,NA,5,5,5,[@re3data.orgBigelowNationalCenter2017],no,NA,1,39174,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Pleurochrysis-carterae-CCMP645/,41.525,-70.6736,[@re3data.orgBigelowNationalCenter2017],NA,NA,NA
Prorocentrum,minimum,CCMP1329,Prorocentrum_minimum_CCMP1329-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,5.5,5.5,65.75,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,96684,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Prorocentrum-minimum-CCMP1329/,40.6667,-73.25,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],NA
